registry_id,fac_name,fac_street,fac_city,fac_state,fac_zip,fac_county,fac_epa_region,latitude,longitude,naics_code,facility_type
110017691648,HALLIBURTON BULK CEMENT FACILITY,1429 MINNIE ST,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,10.0,64.850192,-147.733905,327310,Cement Manufacturing
110017691657,HALLIBURTON ENERGY / NIKISKI BULK CEMENT,52300 NIKISKI BEACH RD,KENAI,AK,99611,KENAI PENINSULA,10.0,60.737076,-151.30697,327310,Cement Manufacturing
110031019975,ANCHORAGE SAND AND GRAVEL KLATT RD FACILITY,11155 LANG ST,ANCHORAGE,AK,99515,ANCHORAGE,10.0,61.120796,-149.874372,327331,Concrete Block & Brick
110031019975,ANCHORAGE SAND AND GRAVEL KLATT RD FACILITY,11155 LANG ST,ANCHORAGE,AK,99515,ANCHORAGE,10.0,61.120796,-149.874372,327390,Precast & Other Concrete
110031019975,ANCHORAGE SAND AND GRAVEL KLATT RD FACILITY,11155 LANG ST,ANCHORAGE,AK,99515,ANCHORAGE,10.0,61.120796,-149.874372,327320,Ready-Mix Concrete
110063219636,KLONDIKE CONCRETE,17625 OLD GLENN HWY,CHUGIAK,AK,99567,ANCHORAGE MUNICIPALITY,10.0,61.37978,-149.49941,327320,Ready-Mix Concrete
110070102366,SOUTHEAST ROAD BUILDERS - WOLVERINE READY MIX,40 NORTH SAWMILL ROAD,HAINES,AK,99827,HAINES BOROUGH,10.0,59.23707,-135.47085,327320,Ready-Mix Concrete
110071731524,COLASKA INC DBA UNIVERSITY REDI MIX (TWIN RICH),1570 RICHARDSON HWY,NORTH POLE,AK,99705,FAIRBANKS NORTH STAR BOROUGH,10.0,64.797864,-147.540723,327320,Ready-Mix Concrete
110001713655,"CEMEX,INC, BIRMINGHAM TERMINAL",4700 SHUTTLESWORTH ROAD,BIRMINGHAM,AL,35207,JEFFERSON,4.0,33.570864,-86.793419,327310,Cement Manufacturing
110038636937,READY MIX USA INC.,2800 24TH STREET NORTH,BIRMINGHAM,AL,35207,JEFFERSON,4.0,33.5489,-86.82002,327310,Cement Manufacturing
110038636107,HOLNAM INC,3740 JEFFERSON AVE,BIRMINGHAM,AL,35221,JEFFERSON,4.0,33.45637,-86.89549,327310,Cement Manufacturing
110001716732,"DEPENDABLE BAGGING OF ALABAMA, INC.",708 1ST AVENUE NORTH,BIRMINGHAM,AL,35203,JEFFERSON,4.0,33.5064,-86.82273,327310,Cement Manufacturing
110000589015,ARGOS CEMENT LLC. - ROBERTA PLANT,8039 HIGHWAY 25,CALERA,AL,35040,SHELBY,4.0,33.1043,-86.7985,327310,Cement Manufacturing
110038616600,LEFARGE,802 WILSON RD NW,DECATUR,AL,35601,MORGAN,4.0,34.621448,-86.994788,327310,Cement Manufacturing
110007233421,"CEMEX, INC.",STATE DOCKS RD,DECATUR,AL,35601,MORGAN,4.0,34.636944,-87.037222,327310,Cement Manufacturing
110000741298,SYSTECH ENVIRONMENTAL CORP,ARCOLA ROAD,DEMOPOLIS,AL,36732,MARENGO,4.0,32.51256,-87.795181,327310,Cement Manufacturing
110000369645,CEMEX INC DEMOPOLIS PLANT,1617 ARCOLA ROAD,DEMOPOLIS,AL,36732,MARENGO,4.0,32.5127,-87.815631,327310,Cement Manufacturing
110038165936,HM CEMENT SOUTHEAST LLC,8401 SECOND AVENUE,LEEDS,AL,35094,JEFFERSON,4.0,33.5401,-86.5435,327310,Cement Manufacturing
110038613676,ALLIED PRODUCTS COMPANY,3740 BESSEMER AVE,MIDFIELD,AL,35221,JEFFERSON,4.0,33.457356,-86.895742,327310,Cement Manufacturing
110043730200,BIRMINGPORT BARGE FACILITY,2530 ATWOOD FERRY ROAD,MULGA,AL,35118,JEFFERSON,4.0,33.58553,-87.11147,327310,Cement Manufacturing
110001715476,CEMEX,126 TELEGRAPH RD,PRICHARD,AL,36610,MOBILE,4.0,30.73363,-88.06487,327310,Cement Manufacturing
110056970167,"NATIONAL CEMENT COMPANY OF ALABAMA, INC.",80 NATIONAL CEMENT DRIVE,RAGLAND,AL,35131,ST. CLAIR,4.0,33.733584,-86.155217,327310,Cement Manufacturing
110038636946,NATIONAL CEMENT CO,VANDERBILT ROAD,TARRANT,AL,35217,JEFFERSON,4.0,,,327310,Cement Manufacturing
110000369360,HOLCIM (US) INC.,3051 HAMILTON BLVD,THEODORE,AL,36582,MOBILE,4.0,30.5349,-88.1121,327310,Cement Manufacturing
110000747764,OMNISOURCE- BESSEMER PLANT 5,5501 VULCAN RD SE,BESSEMER,AL,35022,JEFFERSON,4.0,33.34643,-86.96828,327331,Concrete Block & Brick
110000588980,USB ALABAMA LLC,8250 HOPEWELL ROAD SE,BESSEMER,AL,35022,JEFFERSON,4.0,33.346844,-86.954677,327331,Concrete Block & Brick
110001714388,SUPEROCK BLOCK CO INC,3301 27TH AVENUE NORTH,BIRMINGHAM,AL,35207,JEFFERSON,4.0,33.549553,-86.799857,327331,Concrete Block & Brick
110070049613,BLAIR BLOCK LLC,3017 35TH STREET NORTH ST,BIRMINGHAM,AL,35207,JEFFERSON,4.0,33.55328,-86.79609,327331,Concrete Block & Brick
110040937118,"KIRKPATRICK CONCRETE,INC. PLANT 13",1121 BROOKSIDE COALING RD,BIRMINGHAM,AL,35205,JEFFERSON,4.0,33.62846,-86.86749,327331,Concrete Block & Brick
110012625748,"SHERMAN INDUSTRIES,INC.",3017 35TH STREET NORTH,BIRMINGHAM,AL,35207,JEFFERSON,4.0,33.554309,-86.793562,327331,Concrete Block & Brick
110055479129,BLAIR BLOCK LLC (CHILDERSBURG),"165 FIRST ROAD, COOSA INDUSTRIAL PARK",CHILDERSBURG,AL,35044,TALLADEGA,4.0,33.353056,-86.327778,327331,Concrete Block & Brick
110043993060,CULLMAN PLANT,9415 HWY 157,CULLMAN,AL,35057,CULLMAN,4.0,34.236623,-86.930995,327331,Concrete Block & Brick
110070838348,"THE SHADDIX COMPANY, INC.",207 PARK DRIVE,CULLMAN,AL,35058,CULLMAN,4.0,34.230438,-86.867321,327331,Concrete Block & Brick
110010107954,"DORIC SOUTH, INC",1410 WEST JACKSON STREET,DEMOPOLIS,AL,36732,MARENGO,4.0,32.51125,-87.85527,327331,Concrete Block & Brick
110000865163,PEMCO,100 PEMCO DRIVE,DOTHAN,AL,36303,HOUSTON,4.0,31.317595,-85.460254,327331,Concrete Block & Brick
110070250614,"FIREROCK PRODUCTS, LLC",3620 AVENUE C,FAIRFIELD,AL,35064,JEFFERSON,4.0,33.49974,-86.910387,327331,Concrete Block & Brick
110070101932,BLOCK USA ALABAMA FLORENCE PLANT,1506 VETERANS DRIVE,FLORENCE,AL,35630,,4.0,34.802124,-87.655044,327331,Concrete Block & Brick
110010107785,FLORENCE BLOCK PLANT - 5424,1506 VETERANS DR,FLORENCE,AL,35630,LAUDERDALE,4.0,34.802124,-87.655044,327331,Concrete Block & Brick
110010107909,READY MIX USA LLC- JASPER BLOCK PLANT,2620 WHITEHOUSE RD,JASPER,AL,35501,WALKER,4.0,33.825595,-87.258128,327331,Concrete Block & Brick
110041597279,JENKINS BRICK COMPANY,4110 US HWY 78,LEEDS,AL,35094,JEFFERSON,4.0,33.574157,-86.478514,327331,Concrete Block & Brick
110006652050,SEQUATCHIE CONCRETE SERVICE INC,656 PALMER ROAD,MADISON,AL,35758,MADISON,4.0,34.692318,-86.779477,327331,Concrete Block & Brick
110006548806,"SMYRNA READY MIX CONCRETE, LLC",250 PALMER RD,MADISON,AL,35758,MADISON,4.0,34.691481,-86.763245,327331,Concrete Block & Brick
110010106875,BUILDERS SUPPLY COMPANY,10442 HIGHWAY 80 EAST,MONTGOMERY,AL,36117,MONTGOMERY,4.0,32.3678,-86.12141,327331,Concrete Block & Brick
110001714574,JENKINS BRICK COMPANY,1228 N MCDONOUGH ST,MONTGOMERY,AL,36104,MONTGOMERY,4.0,32.39468,-86.30564,327331,Concrete Block & Brick
110071956656,GEORGIA MASONRY SUPPLY MONTGOMERY,1695 PARALLEL ST,MONTGOMERY,AL,36104,MONTGOMERY COUNTY,4.0,32.40809,-86.32311,327331,Concrete Block & Brick
110070258419,WIREGRASS BLOCK & PRECAST,16100 W. US HWY 84,NEWTON,AL,36352,HOUSTON,4.0,31.251493,-85.653196,327331,Concrete Block & Brick
110006792364,BAMA CONCRETE BIRMINGHAM INC,3166 LEE STREET,PELHAM,AL,35124,SHELBY,4.0,33.28832,-86.81446,327331,Concrete Block & Brick
110006548600,SHERMAN INDUSTRIES INC N CENTRAL AL DIV,710 INDUSTRIAL PARK DRIVE,PELHAM,AL,35124,SHELBY,4.0,33.297237,-86.821218,327331,Concrete Block & Brick
110022811340,HANSON PIPE & PRODUCTS SOUTHEAST INC PELHAM,400 INDUSTRIAL PARK DR,PELHAM,AL,35124,SHELBY,4.0,33.29705,-86.81973,327331,Concrete Block & Brick
110022821678,SHERMAN INDUSTRIES INC N CENTRAL AL DIV,246 STEELE STATION ROAD,RAINBOW CITY,AL,35906,ETOWAH,4.0,33.98386,-86.04468,327331,Concrete Block & Brick
110025356433,"HENRY BRICK COMPANY, INC.",3409 WATER AVENUE,SELMA,AL,36703,DALLAS,4.0,32.41244,-86.9943,327331,Concrete Block & Brick
110006652149,HOLBROOK READY MIX INC.,4316 COUNTY ROAD 77,SELMA,AL,36701,DALLAS,4.0,32.375974,-87.037178,327331,Concrete Block & Brick
110010106651,"READY MIX USA, LLC - SYLACAUGA BLOCK",1106 NORTH LOUISVILLE AVE,SYLACAUGA,AL,35150,TALLADEGA,4.0,33.1823,-86.24595,327331,Concrete Block & Brick
110031019341,BLOCK USA THEODORE,4751 HAMILTON BLVD,THEODORE,AL,36582,MOBILE,4.0,30.554666,-88.152266,327331,Concrete Block & Brick
110010107623,READY MIX USA LLC-THEODORE BLOCK PLANT,4751 HAMILTON BLVD,THEODORE,AL,36582,MOBILE,4.0,30.554666,-88.152266,327331,Concrete Block & Brick
110071434500,FOLEY PRODUCTS COMPANY - ATHENS,311 E ELM ST,ATHENS,AL,35611,LIMESTONE COUNTY,4.0,34.821169,-86.962253,327332,Concrete Pipe
110062654408,"FOLEY PRODUCTS COMPANY, LLC",311 E ELM STREET,ATHENS,AL,35611,LIMESTONE,4.0,34.819302,-86.964013,327332,Concrete Pipe
110002105098,UNITED GLAZED PRODUCTS ALABAMA,4800 JEFFERSON AVE,BIRMINGHAM,AL,35221,JEFFERSON,4.0,33.44693,-86.90535,327332,Concrete Pipe
110022811359,HANSON PIPE & PRODUCTS SOUTHEAST INC TARRANT,3898 INDUSTRIAL DR,BIRMINGHAM,AL,35217,JEFFERSON,4.0,33.61849,-86.75386,327332,Concrete Pipe
110071872078,"HANSON PIPE AND PRODUCTS, INC. TARRANT",380 INDUSTRIAL PARK DR,BIRMINGHAM,AL,35217,JEFFERSON,4.0,33.61607,-86.75585,327332,Concrete Pipe
110071720537,"HANSON PIPE AND PRODUCTS PRECAST, SE INC.",4 18TH ST SW,BIRMINGHAM,AL,35208,JEFFERSON,4.0,33.49818,-86.86685,327332,Concrete Pipe
110022472910,HANSON PIPE & PRODUCTS LLC  -  FAYETTE AVE,3250 FAYETTE AVE,BIRMINGHAM,AL,35208,JEFFERSON,4.0,33.49666,-86.86689,327332,Concrete Pipe
110058190513,FOLEY PRODUCTS COMPANY,1091 SCOTT DRIVE,CLANTON,AL,35045,CHILTON,4.0,32.805944,-86.605136,327332,Concrete Pipe
110071434505,FOLEY PRODUCTS COMPANY - CLANTON,1091 SCOTT DR,CLANTON,AL,35045,CHILTON COUNTY,4.0,32.805255,-86.602738,327332,Concrete Pipe
110055215896,"FOLEY PRODUCTS COMPANY, LLC- CULLMAN PLANT",9415 HIGHWAY 157,CULLMAN,AL,35057,CULLMAN,4.0,34.2314,-86.9228,327332,Concrete Pipe
110022811386,HANSON PIPE & PRODUCTS SOUTHEAST INC MONTGOMERY,1616 PARALLEL STREET,MONTGOMERY,AL,36104,MONTGOMERY,4.0,32.40645,-86.32163,327332,Concrete Pipe
110059331227,"UNIVERSAL PRECAST, INC.",5721 HIGHWAY 90 W,THEODORE,AL,36582,MOBILE,4.0,30.56309,-88.17223,327332,Concrete Pipe
110007402453,SOUTHERN REDI MIX,BOX 579,ANNISTON,AL,36201,CALHOUN,4.0,33.698871,-85.852253,32732,Other Cement Related
110012229374,NOV AMERON,1860 ELECTRONICS DRIVE,ANNISTON,AL,36207,CALHOUN,4.0,33.6185,-85.79649,32739,Other Cement Related
110006552408,"HEIDELBERG MATERIALS, CONCRETE",214 TWIN CITY WAY,AUBURN,AL,36830,LEE,4.0,32.611122,-85.430281,32732,Other Cement Related
110010107295,SHERMAN INDUSTRIES INC.CITY PLANT,1130 2ND AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,4.0,33.505485,-86.815807,32732,Other Cement Related
110022472910,HANSON PIPE & PRODUCTS LLC  -  FAYETTE AVE,3250 FAYETTE AVE,BIRMINGHAM,AL,35208,JEFFERSON,4.0,33.49666,-86.86689,32739,Other Cement Related
110043977916,BAMA CONCRETE BIRMINGHAM (LAKESHORE),911 WENONAH,BIRMINGHAM,AL,35221,JEFFERSON,4.0,33.433853,-86.906205,32732,Other Cement Related
110043043382,KIRKPATRICK CONCRETE INC,2909 THIRD AVE NORTH,BIRMINGHAM,AL,35203,JEFFERSON,4.0,33.522303,-86.79419,32732,Other Cement Related
110069397370,SHERMAN INDUSTRIES LLC- BIRMINGHAM CITY PLANT,3100 6TH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,,33.51434,-86.78531,32732,Other Cement Related
110000589015,ARGOS CEMENT LLC. - ROBERTA PLANT,8039 HIGHWAY 25,CALERA,AL,35040,SHELBY,4.0,33.1043,-86.7985,32731,Other Cement Related
110010107874,KERR'S REDI MIX INC,2160 HIGHWAY 411 SOUTH,CENTRE,AL,35960,CHEROKEE,4.0,34.162778,-85.716389,32732,Other Cement Related
110006549510,"CEMEX - READY MIX USA, LLC:  CULLMAN - 5161",81 WALNUT STREET NORTH EAST,CULLMAN,AL,35055,CULLMAN,4.0,34.199106,-86.851849,32732,Other Cement Related
110037299072,LAFARGE DECATUR CONCRETE PLANT,890 OLD TRINITY RD,DECATUR,AL,35601,MORGAN,4.0,34.605168,-87.064598,32732,Other Cement Related
110070398618,READY MIX USA (CEMEX) DEMOPOLIS SHOP,302 MARIA AVE.,DEMOPOLIS,AL,36732,MARENGO,,32.51164,-87.85572,32732,Other Cement Related
110006792541,LAFARGE DOTHAN CONCRETE PLANT,611 ROGERS ROAD,DOTHAN,AL,36303,HOUSTON,4.0,31.255319,-85.406979,32732,Other Cement Related
110022447869,LAFARGE TUSCALOOSA CONCRETE PLANT,7629 OLD JUG FACTORY RD,DUNCANVILLE,AL,35456,TUSCALOOSA,4.0,33.13641,-87.51033,32732,Other Cement Related
110012229276,ARGOS EUFAULA CONCRETE PLANT,500 WEST BOUNDARY STREET,EUFAULA,AL,36027,BARBOUR,4.0,31.88067,-85.15263,32732,Other Cement Related
110024887470,LAFARGE GULF SHORES CONCRETE PLANT,18845 SCOLLARD AVE,GULF SHORES,AL,36542,BALDWIN,4.0,30.31073,-87.70295,32732,Other Cement Related
110033019864,HANSON PIPE & PRODUCTS PRECAST,5750 STRINGFIELD ROAD,HUNTSVILLE,AL,35806,MADISON,4.0,34.78126,-86.63605,32739,Other Cement Related
110003032290,ALABAMA CONCRETE INC. STRINGFIELD ROAD PLANT,4200 STRINGFIELD RD,HUNTSVILLE,AL,35806,MADISON,4.0,34.77856,-86.62655,32732,Other Cement Related
110009039753,HEIDELBERG MATERIALS - LEEDS SHOP,8701 PARKWAY DRIVE SE HWY 78E,LEEDS,AL,35094,JEFFERSON,4.0,33.54364,-86.52333,32732,Other Cement Related
110024887078,LAFARGE LILLIAN CONCRETE PLANT,14546 COUNTY RD 93,LILLIAN,AL,36549,BALDWIN,4.0,30.436632,-87.463545,32732,Other Cement Related
110066953121,SHERMAN INDUSTRIES LLC - MADISON BLOCK PLANT,250 PALMER ROAD,MADISON,AL,35758,MADISON,4.0,34.69215,-86.76405,32731,Other Cement Related
110007912884,BAYOU CONCRETE,INDUSTRIAL CANAL RD,MOBILE,AL,36652,MOBILE,4.0,30.719885,-88.052278,32732,Other Cement Related
110020517966,HANSON PIPE & PRODUCTS SOUTHEAST INC MOBILE,991 N SCHILLINGER RD,MOBILE,AL,36608,MOBILE,4.0,30.709333,-88.227662,32739,Other Cement Related
110024887087,LAFARGE STATE DOCKS CONCRETE PLANT,112 INDUSTRIAL CANAL RD E,MOBILE,AL,36602,MOBILE,4.0,30.718611,-88.053056,32732,Other Cement Related
110006548619,GATE PRECAST COMPANY,2440 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,MONROE,4.0,31.490468,-87.322427,32732,Other Cement Related
110006548619,GATE PRECAST COMPANY,2440 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,MONROE,4.0,31.490468,-87.322427,32739,Other Cement Related
110018900064,READY MIX USA METRO SHOP,4435 NORTHERN BOULEVARD,MONTGOMERY,AL,36110,MONTGOMERY,4.0,32.421931,-86.23541,32732,Other Cement Related
110006548931,SHERMAN INDUSTRIES,12200 WARES FERRY ROAD,MONTGOMERY,AL,36117,MONTGOMERY,4.0,32.386456,-86.105658,32732,Other Cement Related
110022811340,HANSON PIPE & PRODUCTS SOUTHEAST INC PELHAM,400 INDUSTRIAL PARK DR,PELHAM,AL,35124,SHELBY,4.0,33.29705,-86.81973,32739,Other Cement Related
110006548600,SHERMAN INDUSTRIES INC N CENTRAL AL DIV,710 INDUSTRIAL PARK DRIVE,PELHAM,AL,35124,SHELBY,4.0,33.297237,-86.821218,32732,Other Cement Related
110025358128,HANSON PIPE AND PRECAST LLC,380 INDUSTRIAL PARK DR,PELHAM,AL,35124,SHELBY,4.0,33.297032,-86.819435,32739,Other Cement Related
110022811340,HANSON PIPE & PRODUCTS SOUTHEAST INC PELHAM,400 INDUSTRIAL PARK DR,PELHAM,AL,35124,SHELBY,4.0,33.29705,-86.81973,32732,Other Cement Related
110070398605,READY MIX USA PHENIX CITY SHOP,2806 DOBBS DRIVE,PHENIX CITY,AL,36870,LEE,4.0,32.4875,-85.03779,32732,Other Cement Related
110056970167,"NATIONAL CEMENT COMPANY OF ALABAMA, INC.",80 NATIONAL CEMENT DRIVE,RAGLAND,AL,35131,ST. CLAIR,4.0,33.733584,-86.155217,32731,Other Cement Related
110022821678,SHERMAN INDUSTRIES INC N CENTRAL AL DIV,246 STEELE STATION ROAD,RAINBOW CITY,AL,35906,ETOWAH,4.0,33.98386,-86.04468,32732,Other Cement Related
110001715706,"COSBY - CARMICHAEL, INC.",637 RIVER ROAD,SELMA,AL,36703,DALLAS,4.0,32.399337,-86.990862,32732,Other Cement Related
110018900082,LAFARGE THEODORE CONCRETE PLANT,6781 RESTER ROAD,THEODORE,AL,36582,MOBILE,4.0,30.56556,-88.20058,32732,Other Cement Related
110070398529,"READY MIX USA LLC, TUSCALOOSA SHOP",3150 15TH STREE,TUSCALOOSA,AL,35401,TUSCALOOSA,,33.20058,-87.57635,32732,Other Cement Related
110022811368,HANSON PIPE & PRODUCTS SOUTHEAST INC,3101 35TH ST,TUSCALOOSA,AL,35401,TUSCALOOSA,4.0,33.17837,-87.57459,32739,Other Cement Related
110070125988,"READY MIX, LLC-CEMEX",1176 U.S. HIGHWAY 72 WEST,TUSCUMBIA,AL,35674,COLBERT,4.0,,,32732,Other Cement Related
110008998549,WELLS & WELLS SEPTIC TANK MFG AND PIPE SALES,3701 BYNUM LEATHERWOOD_RD,ANNISTON,AL,36201,CALHOUN,4.0,33.69609,-85.87976,327390,Precast & Other Concrete
110012229374,NOV AMERON,1860 ELECTRONICS DRIVE,ANNISTON,AL,36207,CALHOUN,4.0,33.6185,-85.79649,327390,Precast & Other Concrete
110006652201,"RANKIN CONSTRUCTION AND SEPTIC TANK SERVICE, L.L.C.",2770 US 231 HIGHWAY 231,ARAB,AL,35016,CULLMAN,4.0,34.296111,-86.507778,327390,Precast & Other Concrete
110000604971,WELLBORN CABINETS INC,38669 HWY 77 S,ASHLAND,AL,36251,CLAY,4.0,33.252092,-85.816944,327390,Precast & Other Concrete
110006792248,BALDWIN LIGHTING INC,15208 BRADY RD EXT,BAY MINETTE,AL,36507,BALDWIN,4.0,30.866362,-87.760774,327390,Precast & Other Concrete
110025355746,"MODULAR CONNECTIONS, LLC",1090 INDUSTRIAL BLVD,BESSEMER,AL,35022,JEFFERSON,4.0,33.366816,-86.980227,327390,Precast & Other Concrete
110001714360,"KIRKPATRICK CONCRETE,INC.",2026 6TH AVENUE NORTH,BESSEMER,AL,35020,JEFFERSON,4.0,33.405223,-86.956325,327390,Precast & Other Concrete
110022811359,HANSON PIPE & PRODUCTS SOUTHEAST INC TARRANT,3898 INDUSTRIAL DR,BIRMINGHAM,AL,35217,JEFFERSON,4.0,33.61849,-86.75386,327390,Precast & Other Concrete
110021339719,"GRASSELLI CONCRETE PRODUCTS CO, INC.","4200 JEFFERSON AVENUE, S.W.",BIRMINGHAM,AL,35221,JEFFERSON,4.0,33.44959,-86.90214,327390,Precast & Other Concrete
110018854060,READY MIX USA LAKESHORE FACILITY,911 WENONAH ROAD,BIRMINGHAM,AL,35221,JEFFERSON,4.0,33.433853,-86.906205,327390,Precast & Other Concrete
110006548487,"READY MIX USA,LLC",2653 RUFFNER RD,BIRMINGHAM,AL,35210,JEFFERSON,4.0,33.578,-86.67005,327390,Precast & Other Concrete
110007348012,"READY MIX USA,LLC",905 14TH STREET NORTH,BIRMINGHAM,AL,35203,JEFFERSON,4.0,33.518298,-86.81934,327390,Precast & Other Concrete
110071540778,SUPERIOR CONCRETE PRODUCTS,2523 29TH AVENUE NORTH,BIRMINGHAM,AL,35207,JEFFERSON,4.0,33.550646,-86.81809,327390,Precast & Other Concrete
110040971115,SHERMAN READY MIX CONCRETE CO.(N.BIRMINGHAM),700 NORTH 41ST STREE,BIRMINGHAM,AL,35222,JEFFERSON,4.0,33.53355,-86.77675,327390,Precast & Other Concrete
110010107295,SHERMAN INDUSTRIES INC.CITY PLANT,1130 2ND AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,4.0,33.505485,-86.815807,327390,Precast & Other Concrete
110001716652,"QUIKRETE BIRMINGHAM, INC.",301 CITATION COURT,BIRMINGHAM,AL,35211,JEFFERSON,4.0,33.44719,-86.84853,327390,Precast & Other Concrete
110066871488,LAKESHORE BATCH PLANT,911 WENONAH ROAD,BIRMINGHAM,AL,35221,JEFFERSON,4.0,33.433853,-86.906205,327390,Precast & Other Concrete
110022472910,HANSON PIPE & PRODUCTS LLC  -  FAYETTE AVE,3250 FAYETTE AVE,BIRMINGHAM,AL,35208,JEFFERSON,4.0,33.49666,-86.86689,327390,Precast & Other Concrete
110070262528,JOHNSON BROS PRECAST FACILITY,1503 50TH STREET STREET N,BIRMINGHAM,AL,35203,JEFFERSON COUNTY,4.0,33.549283,-86.7614,327390,Precast & Other Concrete
110043993060,CULLMAN PLANT,9415 HWY 157,CULLMAN,AL,35057,CULLMAN,4.0,34.236623,-86.930995,327390,Precast & Other Concrete
110000367576,SUN ADHESIVES,1001 BELTLINE HWY,DECATUR,AL,35601,MORGAN,4.0,34.561297,-86.976407,327390,Precast & Other Concrete
110002105659,KITCHEN & BATH CENTER,16382 GREENO RD.,FAIRHOPE,AL,36532,BALDWIN,4.0,30.46365,-87.8862,327390,Precast & Other Concrete
110020073588,IKARD SEPTIC MANUFACTURING AND SALES,5600 HIGHWAY 53,HARVEST,AL,35749,MADISON,4.0,34.83684,-86.70505,327390,Precast & Other Concrete
110033019864,HANSON PIPE & PRODUCTS PRECAST,5750 STRINGFIELD ROAD,HUNTSVILLE,AL,35806,MADISON,4.0,34.78126,-86.63605,327390,Precast & Other Concrete
110010107286,HEIDELBERG MATERIALS SOUTHEAST AGG LLC - LEEDS PLANT,1704 PARKWAY DRIVE SE,LEEDS,AL,35094,JEFFERSON,4.0,33.544488,-86.522934,327390,Precast & Other Concrete
110020517966,HANSON PIPE & PRODUCTS SOUTHEAST INC MOBILE,991 N SCHILLINGER RD,MOBILE,AL,36608,MOBILE,4.0,30.709333,-88.227662,327390,Precast & Other Concrete
110006548619,GATE PRECAST COMPANY,2440 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,MONROE,4.0,31.490468,-87.322427,327390,Precast & Other Concrete
110022811386,HANSON PIPE & PRODUCTS SOUTHEAST INC MONTGOMERY,1616 PARALLEL STREET,MONTGOMERY,AL,36104,MONTGOMERY,4.0,32.40645,-86.32163,327390,Precast & Other Concrete
110001716153,"CEMEX SOUTHEAST, LLC",55 DIVISION ST,MONTGOMERY,AL,36104,MONTGOMERY,4.0,32.40716,-86.3215,327390,Precast & Other Concrete
110006652096,CASTONE CORPORATION,1511 OLD COLUMBUS ROAD,OPELIKA,AL,36804,LEE,4.0,32.618681,-85.344576,327390,Precast & Other Concrete
110022811340,HANSON PIPE & PRODUCTS SOUTHEAST INC PELHAM,400 INDUSTRIAL PARK DR,PELHAM,AL,35124,SHELBY,4.0,33.29705,-86.81973,327390,Precast & Other Concrete
110025358128,HANSON PIPE AND PRECAST LLC,380 INDUSTRIAL PARK DR,PELHAM,AL,35124,SHELBY,4.0,33.297032,-86.819435,327390,Precast & Other Concrete
110070248977,JAMES HARDIE BLDG PROD. - PRATTVILLE,906 SOUTH PARK LANE,PRATTVILLE,AL,36067,AUTAUGA,4.0,32.4697,-86.44565,327390,Precast & Other Concrete
110071287405,JAMES HARDIE PRATTVILLE,906 S PARK LN,PRATTVILLE,AL,36066,AUTAUGA COUNTY,4.0,32.433109,-86.436758,327390,Precast & Other Concrete
110070398603,JAMES HARDIE BUILDING PRODUCTS INC,906 SOUTH PARK LANE,PRATTVILLE,AL,36067,AUTAUGA,4.0,32.4697,-86.44565,327390,Precast & Other Concrete
110009039343,GULF WILBERT VAULT CO INC,5100 KOOIMAN ROAD,THEODORE,AL,36582,MOBILE,4.0,30.57453,-88.15962,327390,Precast & Other Concrete
110006792462,PITT CONCRETE PRODUCTS INC,20564 COUNTY ROAD 460,TRINITY,AL,35673,MORGAN,4.0,34.528168,-87.201246,327390,Precast & Other Concrete
110022811368,HANSON PIPE & PRODUCTS SOUTHEAST INC,3101 35TH ST,TUSCALOOSA,AL,35401,TUSCALOOSA,4.0,33.17837,-87.57459,327390,Precast & Other Concrete
110057963299,"VALMONT NEWMARK, INC",3129 35TH STREET,TUSCALOOSA,AL,35401,TUSCALOOSA,4.0,33.178469,-87.576783,327390,Precast & Other Concrete
110038613220,THE SEFA GROUP,900 COLBERT STEAM PLANT RD,TUSCUMBIA,AL,35674,COLBERT,4.0,34.7316,-87.85537,327390,Precast & Other Concrete
110017710743,LAFARGE ALABASTER R/M,1235 FULTON SPRINGS RD,ALABASTER,AL,35007,SHELBY,4.0,33.215064,-86.80988,327320,Ready-Mix Concrete
110006652032,BAMA CONCRETE BIRMINGHAM ALABASTER,2180 HWY 87,ALABASTER,AL,35007,SHELBY,4.0,33.193907,-86.779359,327320,Ready-Mix Concrete
110069252481,"READY MIX USA, LLC - ALABASTER PLANT",2486 HWY 11,ALABASTER,AL,35007,SHELBY COUNTY,4.0,33.267196,-86.789824,327320,Ready-Mix Concrete
110010107464,MITCHELL CONCRETE SPECIALTIES LLC,499 HWY 31 SOUTH,ALABASTER,AL,35007,SHELBY,4.0,33.220556,-86.7975,327320,Ready-Mix Concrete
110010107231,ALABASTER PLANT,1180 FULTON SPRINGS ROAD,ALABASTER,AL,35007,SHELBY,4.0,33.215081,-86.810313,327320,Ready-Mix Concrete
110010107534,ALBERTVILLE PLANT,5353 US HWY 431,ALBERTVILLE,AL,35950,MARSHALL,4.0,34.25633,-86.18391,327320,Ready-Mix Concrete
