registry_id,fac_name,fac_street,fac_city,fac_state,fac_zip,fac_county,fac_epa_region,latitude,longitude,naics_code
110017691648,HALLIBURTON BULK CEMENT FACILITY,1429 MINNIE ST,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,10.0,64.850192,-147.733905,327310
110017691657,HALLIBURTON ENERGY / NIKISKI BULK CEMENT,52300 NIKISKI BEACH RD,KENAI,AK,99611,KENAI PENINSULA,10.0,60.737076,-151.30697,327310
110001716732,"DEPENDABLE BAGGING OF ALABAMA, INC.",708 1ST AVENUE NORTH,BIRMINGHAM,AL,35203,JEFFERSON,4.0,33.5064,-86.82273,327310
110038636937,READY MIX USA INC.,2800 24TH STREET NORTH,BIRMINGHAM,AL,35207,JEFFERSON,4.0,33.5489,-86.82002,327310
110001713655,"CEMEX,INC, BIRMINGHAM TERMINAL",4700 SHUTTLESWORTH ROAD,BIRMINGHAM,AL,35207,JEFFERSON,4.0,33.570864,-86.793419,327310
110038636107,HOLNAM INC,3740 JEFFERSON AVE,BIRMINGHAM,AL,35221,JEFFERSON,4.0,33.45637,-86.89549,327310
110000589015,ARGOS CEMENT LLC. - ROBERTA PLANT,8039 HIGHWAY 25,CALERA,AL,35040,SHELBY,4.0,33.1043,-86.7985,327310
110007233421,"CEMEX, INC.",STATE DOCKS RD,DECATUR,AL,35601,MORGAN,4.0,34.636944,-87.037222,327310
110038616600,LEFARGE,802 WILSON RD NW,DECATUR,AL,35601,MORGAN,4.0,34.621448,-86.994788,327310
110000741298,SYSTECH ENVIRONMENTAL CORP,ARCOLA ROAD,DEMOPOLIS,AL,36732,MARENGO,4.0,32.51256,-87.795181,327310
110000369645,CEMEX INC DEMOPOLIS PLANT,1617 ARCOLA ROAD,DEMOPOLIS,AL,36732,MARENGO,4.0,32.5127,-87.815631,327310
110038165936,HM CEMENT SOUTHEAST LLC,8401 SECOND AVENUE,LEEDS,AL,35094,JEFFERSON,4.0,33.5401,-86.5435,327310
110038613676,ALLIED PRODUCTS COMPANY,3740 BESSEMER AVE,MIDFIELD,AL,35221,JEFFERSON,4.0,33.457356,-86.895742,327310
110043730200,BIRMINGPORT BARGE FACILITY,2530 ATWOOD FERRY ROAD,MULGA,AL,35118,JEFFERSON,4.0,33.58553,-87.11147,327310
110001715476,CEMEX,126 TELEGRAPH RD,PRICHARD,AL,36610,MOBILE,4.0,30.73363,-88.06487,327310
110056970167,"NATIONAL CEMENT COMPANY OF ALABAMA, INC.",80 NATIONAL CEMENT DRIVE,RAGLAND,AL,35131,ST. CLAIR,4.0,33.733584,-86.155217,327310
110038636946,NATIONAL CEMENT CO,VANDERBILT ROAD,TARRANT,AL,35217,JEFFERSON,4.0,,,327310
110000369360,HOLCIM (US) INC.,3051 HAMILTON BLVD,THEODORE,AL,36582,MOBILE,4.0,30.5349,-88.1121,327310
110000597729,ASH GROVE CEMENT COMPANY,4343 HWY 108W,FOREMAN,AR,71836,LITTLE RIVER,6.0,33.6936,-94.4166,327310
110002129795,DUCOMMUN LABARGE ELECTRONICS,403 LABARGE AVENUE,HUNTSVILLE,AR,72740,MADISON,6.0,36.088947,-93.731895,327310
110038633510,"HOLNAM, INC",OFF HWY 355,SARATOGA,AR,71859,HOWARD,6.0,,,327310
110015752844,AZ DOT (#2 MINI-STORAGE RENTALS),2615-2623 HWY 95,BULLHEAD CITY,AZ,86442,MOHAVE,9.0,35.09034,-114.59808,327310
110000472257,PHOENIX CEMENT,3000 W CEMENT PLANT RD,CLARKDALE,AZ,86324,YAVAPAI,9.0,34.77189,-112.07546,327310
110070834974,PHOENIX CEMENT - CLARKDALE,601 NORTH CEMENT PLANT ROAD,CLARKDALE,AZ,86324,YAVAPAI,9.0,34.779716,-112.083801,327310
110008254833,CTI CLARKDALE SITE,889 A N TO CEMENT PLANT ROAD,CLARKDALE,AZ,86324,YAVAPAI,9.0,34.775154,-112.07736,327310
110038167550,CALPORTLAND - RILLITO CEMENT PLANT,11115 N CASA GRANDE HWY,MARANA,AZ,85653,PIMA,9.0,32.4097,-111.1513,327310
110020516226,CALPORTLAND CO TANGERINE PLANT,10200 W TANGERINE RD,MARANA,AZ,85653,PIMA,9.0,32.42252,-111.1661,327310
110046279647,DRAKE CEMENT,5001 E DRAKE RD,PAULDEN,AZ,86334,YAVAPAI,9.0,34.9811,-112.376291,327310
110071161163,DRAKE CEMENT,5001 E. DRAKE RD.,PAULDEN,AZ,86334,YAVAPAI COUNTY,9.0,34.98533,-112.37044,327310
110071369136,"MERIT INTERCHANGE 3,4",PORTABLE,PHOENIX,AZ,85395,,9.0,,,327310
110071155225,QUALITY PORTABLE #3,PO BOX,PHOENIX,AZ,85008,MARICOPA COUNTY,9.0,,,327310
110072112016,TOTAL READY MIX,1110 W WASHINGTON ST,PHOENIX,AZ,85007,,9.0,33.44818,-112.08776,327310
110070840230,CALPORTLAND COMPANY RILLITO PLANT,11115 NORTH CASA GRANDE HIGHWAY,RILLITO,AZ,85654,PIMA COUNTY,9.0,32.4108,-111.15055,327310
110009524611,CPC SOUTHWEST MATERIALS,6601 N CASA GRANDE HWY,TUCSON,AZ,85743,PIMA,9.0,32.3232,-111.05453,327310
110015583126,CPC SOUTHWEST MATERIALS VALENCIA PLANT,11800 E VALENCIA RD,TUCSON,AZ,85747,PIMA,9.0,32.11909,-110.73866,327310
110070318467,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,25220 BLACK MOUNTAIN QUARRY ROAD,APPLE VALLEY,CA,92308,SAN BERNARDINO COUNTY,9.0,34.39654,-117.150005,327310
110000783206,CEMEX CALIFORNIA CEMENT LLC,25220 BLACK MOUNTAIN QUARRY RD,APPLE VALLEY,CA,92307,SAN BERNARDINO,9.0,34.615769,-117.186412,327310
110071765232,CEMEX - BLACK MOUNTAIN QUARRY PLANT,25220 BLACK MTN QUARRY RD,APPLE VALLEY,CA,92307,SAN BERNARDINO,9.0,34.6222,-117.1001,327310
110001159040,VULCAN MATERIALS CO,8517 PANAMA LANE,BAKERSFIELD,CA,93311,KERN,9.0,35.29616,-119.09769,327310
110013286292,SERVICE ROCK PRODS  INC  BARSTOW,2820 E. MAIN ST.,BARSTOW,CA,92311,SAN BERNARDINO,9.0,34.878412,-116.968844,327310
110002339791,SIERRA PACIFIC BURNEY FACILITY,36336 HIGHWAY 299 EAST,BURNEY,CA,96013,SHASTA,9.0,40.8774,-121.7019,327310
110022524534,SERVICE ROCK PRODUCTS INC CALIFORNIA CITY N OF LANCASTER,7900 MOSS AVE,CALIFORNIA CITY,CA,93505,KERN,9.0,35.10157,-117.98788,327310
110070800945,ARELAC INC,251 E HACIENDA AVE STE B,CAMPBELL,CA,95008,SANTA CLARA,,37.268619,-121.954837,327310
110021137134,A&A CONCRETE SUPPLY INC CHICO PLANT,3578 ESPLANADE,CHICO,CA,95973,BUTTE COUNTY,9.0,39.78215,-121.88718,327310
110021012045,CALPORTLAND CO COLTON PLANT,695 S RANCHO AVE,COLTON,CA,92324,SAN BERNARDINO,9.0,34.0595,-117.3432,327310
110000484039,LEHIGH SOUTHWEST CEMENT COMPANY,24001 STEVENS CREEK BLVD,CUPERTINO,CA,95014,SANTA CLARA,9.0,37.318059,-122.092632,327310
110006820306,RMC PACIFIC MATERIALS (DBA CEMEX),700 HIGHWAY 1,DAVENPORT,CA,95017,SANTA CRUZ,9.0,37.015627,-122.19902,327310
110020516618,CATALINA PACIFIC CONCRETE CO EL SEGUNDO PLANT,339 S AVIATION BLVD,EL SEGUNDO,CA,90245,LOS ANGELES,9.0,33.91258,-118.3787,327310
110064920279,ROOCO RENTS,9182 SURVEY RD,ELK GROVE,CA,95624,SACRAMENTO,9.0,38.3754,-121.35789,327310
110025333137,HANSON AGGREGATES PACIFIC SOUTHWEST,550 N TULIP ST,ESCONDIDO,CA,92025,SAN DIEGO,9.0,33.11948,-117.09851,327310
110071740678,CEMEX CONSTRUCTION MATERIALS P,4964 PEABODY ROAD,FAIRFIELD,CA,94533,SOLANO,9.0,38.28001,-121.96958,327310
110041408893,ASSOCIATED READY MIX,25901 TOWNE CENTER DR,FOOTHILL RANCH,CA,92610,ORANGE,9.0,33.67977,-117.67817,327310
110025333217,SERVICE ROCK PRODUCTS INC FORT IRWIN,58825 FORT IRWIN RD,FORT IRWIN,CA,92310,SAN BERNARDINO,9.0,35.2522,-116.69726,327310
110013285612,TRIANGLE ROCK PRODUCTS,3193 E. MANNING AVE.,FOWLER,CA,93625,FRESNO,9.0,36.605412,-119.733315,327310
110060347780,CALPORTLAND COMPANY,2025 E. FINANCIAL WAY,GLENDORA,CA,91741,LOS ANGELES,9.0,34.12939,-117.82616,327310
110001175932,BUILTRIGHT CONSTRUCTION,623 SYCAMORE ST,HAYWARD,CA,94545,ALAMEDA,9.0,37.66148,-122.08045,327310
110070089203,A R M C INDIO PLANT,35100 DILLON RD,INDIO,CA,92203,RIVERSIDE COUNTY,9.0,33.70295,-116.18728,327310
110028001178,SYSTECH ENVIRONMENTAL CORP NATIONAL CEMENT CO,5 MILES N.E. OF I-5 OFF STATE RTE. 138,LEBEC,CA,93243,KERN,9.0,34.818396,-118.75155,327310
110071764374,NATIONAL CEMENT CO,5 MI. N OF HWY 138-5 MI E/I-5,LEBEC,CA,93243,KERN,9.0,34.820392,-118.749815,327310
110071162504,NATIONAL CEMENT CO OF CALIFORNIA INC,,LEBEC,CA,93243,,9.0,34.819863,-118.748732,327310
110000601180,NATIONAL CEMENT CO,5 MI OFF I-5 ON HWY 138,LEBEC,CA,93243,KERN,9.0,34.814772,-118.74802,327310
110041359785,MITSUBISHI CEMENT CORPORATION,1150 PIER F BERTH 208 AVE,LONG BEACH,CA,90802,LOS ANGELES,9.0,33.74772,-118.21514,327310
110063002156,"ASSOCIATED READY MIXED CONCRETE, INC.",2730 E WASHINGTON BLVD,LOS ANGELES,CA,90023,LOS ANGELES,9.0,34.01735,-118.22222,327310
110000601162,MITSUBISHI CEMENT CO,5808 HWY 18,LUCERNE VALLEY,CA,92356,SAN BERNARDINO,9.0,34.41648,-116.910092,327310
110070081921,MITSUBISHI CEMENT - CUSHENBURY PLANT,5808 STATE HIGHWAY 18,LUCERNE VALLEY,CA,92356,SAN BERNARDINO,9.0,34.3545,-116.8532,327310
110017431233,CA PORTLAND CEMENT CO,9350 OAK CREEK RD,MOJAVE,CA,93501,KERN,9.0,35.029298,-118.316236,327310
110070797094,ARELAC INC DBA CALERA,7697 HIGHWAY 1,MOSS LANDING,CA,95039,MONTEREY,,36.800821,-121.783375,327310
110070419308,CALPORTLAND - NATIONAL CITY,920 BAY MARINA DR,NATIONAL CITY,CA,91950,SAN DIEGO,,32.659216,-117.11152,327310
110002429532,BASF CORPORATION,38403 CHERRY STREET,NEWARK,CA,94560,ALAMEDA,9.0,37.5242,-122.0169,327310
110072025196,BAUMAN REDI-MIX,9550 REDWOOD HWY,NOVATO,CA,94945,MARIN,,,,327310
110071764718,CALPORTLAND ORO GRANDE,19409 NATIONAL TRAILS HIGHWAY,ORO GRANDE,CA,92368,SAN BERNARDINO,9.0,34.6083,-117.3365,327310
110071765740,RIVERSIDE CEMENT COMPANY,19409 NATIONAL TRAILS HIGHWAY,ORO GRANDE,CA,92368,SAN BERNARDINO,9.0,34.6045,-117.3382,327310
110001200922,CAL PORTLAND CEMENT,19409 NATIONAL TRAILS HWY.,ORO GRANDE,CA,92368,SAN BERNARDINO,9.0,34.603624,-117.339824,327310
110055680892,ASSOCIATED READY MIX CONCRETE,"392 DEL NORTE BLVD., SOUTH",OXNARD,CA,93030,VENTURA,9.0,34.20427,-119.127091,327310
110013286096,PALMDALE BATCH PLANT,37790 75TH STREET EAST,PALMDALE,CA,93552,LOS ANGELES,9.0,34.566396,-117.994191,327310
110070385909,CALPORTLAND CEMENT PLANT,15390 WONDERLAND BLVD,REDDING,CA,96003,SHASTA,9.0,40.7369,-122.3223,327310
110001171259,RMC PACIFIC MATERIALS INCORPORATED,876 SEAPORT BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,9.0,37.514704,-122.203838,327310
110054260376,"LEHIGH CEMENT WEST, INC.",775 SEAPORT BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,9.0,37.50918,-122.20984,327310
110022524543,SERVICE ROCK PRODUCTS INC  RIDGECREST,2157 INYOKERN RD,RIDGECREST,CA,93555,KERN,9.0,35.65182,-117.7156,327310
110001199587,RIVERSIDE CEMENT CO CRESTMORE PLT,1500 RUBIDOUX BOULEVARD,RIVERSIDE,CA,92509,RIVERSIDE,9.0,34.02729,-117.38995,327310
110041108565,RIVERSIDE CEMENT CO,1500 RUBIDOUX BLVD,RIVERSIDE,CA,92509,RIVERSIDE,9.0,34.027682,-117.385502,327310
110022811741,A & A CONCRETE SUPPLY INC,8272 BERRY AVE,SACRAMENTO,CA,95828,SACRAMENTO COUNTY,9.0,38.50575,-121.40149,327310
110071772093,NEVADA CEMENT COMPANY,8310 JACKSON ROAD,SACRAMENTO,CA,95826,SACRAMENTO,9.0,38.5466,-121.39966,327310
110055756711,ASSOCIATED READY MIXED CONCRETE,1696 CACTUS RD,SAN DIEGO,CA,92154,SAN DIEGO,9.0,32.56573,-116.99025,327310
110071795291,CANYON ROCK,7500 MISSION GORGE RD,SAN DIEGO,CA,92120,SAN DIEGO,9.0,32.80696,-117.07904,327310
110071434092,ROBERTSON'S READY MIX INC,1675 S STATE ST,SAN JACINTO,CA,92583,RIVERSIDE,9.0,33.771412,-116.970683,327310
110071757251,ORCHARD SUPPLY COMPANY,377 ROYAL AVENUE,SAN JOSE,CA,95126,SANTA CLARA,9.0,37.322893,-121.901248,327310
110071198832,TC AGOGE ASSOCIATES LLC,377 ROYAL AVENUE,SAN JOSE,CA,95126,SANTA CLARA,9.0,,,327310
110070676805,CALPORTLAND CO CARMENITA TERMINAL,13846 FIRESTONE BLVD,SANTA FE SPGS,CA,90670,LOS ANGELES,,33.887514,-118.036681,327310
110041409393,A & A READY MIXED CONCRETE INC,900 E PATTERSON,SIGNAL HILL,CA,90755,LOS ANGELES,9.0,33.80711,-118.18225,327310
110070455698,CALPORTLAND - STOCKTON EAST,230 PORT RD UNIT 3,STOCKTON,CA,95203,SAN JOAQUIN,9.0,37.940216,-121.326755,327310
110038095824,"A & A CONCRETE SUPPLY, INC",3809 BITHELL LANE,SUISUN CITY,CA,94585,SOLANO COUNTY,9.0,38.220792,-121.861146,327310
110063002227,"ASSOCIATED READY MIXED CONCRETE, INC.",8946 BRADLEY AVE,SUN VALLEY,CA,91352,LOS ANGELES,9.0,34.23149,-118.37786,327310
110070422187,ORCHARD SUPPLY HARDWARE,1601 HOLLENBECK AVE,SUNNYVALE,CA,94087,SANTA CLARA,9.0,37.340896,-122.042494,327310
110000481915,TEHACHAPI CEMENT PLANT,13573 TEHACHAPI BLVD.,TEHACHAPI,CA,93561,KERN,9.0,35.121068,-118.367569,327310
110071423082,TEHACHAPI CEMENT PLANT,13573 TEHACHAPI BLVD,TEHACHAPI,CA,93561,KERN,,35.121053,-118.367537,327310
110071764373,TEHACHAPI CEMENT PLANT,13573 E. TEHACHAPI BLVD,TEHACHAPI,CA,93561,KERN,9.0,35.12279,-118.369304,327310
110022811572,TEHACHAPI RMC,655 W TEHACHAPI BLVD,TEHACHAPI,CA,93561,KERN,9.0,35.13227,-118.45778,327310
110031000306,CALIFORNIA PORTLAND CEMENT CO,19030 S NORMANDIE AVE,TORRANCE,CA,90502,LOS ANGELES,9.0,33.85777,-118.29924,327310
110013286318,SERVICE ROCK PRODS  INC  VICTORVILLE,16592 D ST.,VICTORVILLE,CA,92395,SAN BERNARDINO,9.0,34.540471,-117.298181,327310
110000601171,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC- CEMEX VICTORVILLE -RIVER PLANT,16888 E ST,VICTORVILLE,CA,92394,SAN BERNARDINO,9.0,34.5534,-117.3031,327310
110002140923,PRYOR-GIGGEY CO,12393 E. SLAUSON AVE.,WHITTIER,CA,90606,LOS ANGELES,9.0,33.96056,-118.05362,327310
110070444529,CPC TERMINALS - WILMINGTON,401 CANAL AVE,WILMINGTON,CA,90748,LOS ANGELES,,33.766136,-118.259191,327310
110002814599,HALLIBURTON ENERGY SERVICES,1990 HAYS LANE BACK LOT,WOODLAND,CA,95776,YOLO,9.0,38.67561,-121.72966,327310
110070089035,A  A CONCRETE SUPPLY,1201 MARKET ST,YUBA CITY,CA,95991,SUTTER COUNTY,9.0,39.148232,-121.614598,327310
110067572497,PRECAST CONCEPTS-9405 ALTON COURT,9405 ALTON CT,COMMERCE CITY,CO,80640,ADAMS COUNTY,8.0,39.8676,-104.88165,327310
110041121416,HEADWATERS - CRAIG POWER PLANT TERMINAL,2101 S RANNEY CRAIG PWR PLT,CRAIG,CO,81625,MOFFAT,8.0,40.461259,-107.591544,327310
110038611311,POZZOLANIC,2653 E 52ND AVE,DENVER,CO,80216,DENVER,8.0,39.79098,-104.953971,327310
110038620132,POZZOLANIC INTL,5300 THOMPSON CT,DENVER,CO,80216,DENVER,8.0,39.791505,-104.954567,327310
110071159604,HOLCIM PARTICIPATIONS (US) INC. - PORTLAND PLANT,3500 HIGHWAY 120,FLORENCE,CO,81226,FREMONT COUNTY,8.0,38.328631,-105.008989,327310
110000600289,HOLCIM (US) INC. PORTLAND PLANT,3500 HWY 120,FLORENCE,CO,81226,FREMONT COUNTY,8.0,38.386367,-105.017688,327310
110071718835,CEMEX CONSTRUCTION MATERIALS - FLORENCE,213 S. ROBINSON AVE.,FLORENCE,CO,81226,FREMONT,8.0,38.386074,-105.110298,327310
110007350339,CEMEX CONSTRUCTION MATERIALS - FLORENCE,HWY 67,FLORENCE,CO,81226,FREMONT,8.0,38.38591,-105.112709,327310
110071871398,HOLCIM (US) INC - FORT COLLINS TERMINAL,3060 W COUNTY ROAD 56,FORT COLLINS 3.9 MI. NW OF,CO,80524,LARIMER,8.0,40.65806,-105.13549,327310
110039020662,HOLCIM (US) INC - FORT COLLINS TERMINAL,3060 W COUNTY ROAD 56,HENDERSON,CO,80640,ADAMS,8.0,,,327310
110060285490,MILLIKEN INFRASTRUCURE SOLUTIONS LLC,1733 MAJESTIC DR STE 101,LAFAYETTE,CO,80026,BOULDER,,39.98075,-105.07034,327310
110001437838,HOLCIM (US) INC FORT COLLINS PLANT,4629 NORTH OVERLAND TRAIL BULILDING B,LAPORTE,CO,80535,LARIMER,8.0,40.658062,-105.135498,327310
110072057101,PROMETHEUS MATERIALS INC,1822 SUNSET PL UNIT B,LONGMONT,CO,80503,BOULDER,,40.1456,-105.12297,327310
110000467450,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,5134 UTE HIGHWAY,LYONS,CO,80540,BOULDER,8.0,40.20872,-105.22924,327310
110071871904,CEMEX CONSTRUCTION MATERIALS - LYONS,5134 UTE HWY,LYONS AREA,CO,80503,BOULDER,8.0,40.202236,-105.236697,327310
110038653436,DON WARD INC,225 CANAL ST,PUEBLO,CO,81001,PUEBLO,8.0,38.23743,-104.6143,327310
110001391789,PRYOR GIGGY CO,33163 BRANIFF,PUEBLO,CO,81001,PUEBLO,8.0,38.27958,-104.4842,327310
110037262636,GCC RIO GRANDE INC,3372 LIME ROAD,PUEBLO,CO,81004,PUEBLO,8.0,38.129058,-104.606741,327310
110007078802,BLUE CIRCLE - ATLANTIC,275 WOLCOTT ST,NEW HAVEN,CT,06513,NEW HAVEN,1.0,41.30572,-72.90463,327310
110055497706,DC VILLAGE PLANT,3 DC VILLAGE LN SW,WASHINGTON,DC,20032,DISTRICT OF COLUMBIA,3.0,38.817911,-77.012233,327310
110007032638,SUWANNEE AMERICAN CEMENT COMPANY LLC,5117  US HIGHWAY 27,BRANFORD,FL,32008,SUWANNEE,4.0,29.9616,-82.8497,327310
110070828274,BROOKSVILLE NORTH CEMENT PLANT,16301 PONCE DE LEON BLVD,BROOKSVILLE,FL,34614,HERNANDO,4.0,28.643555,-82.47203,327310
110064023667,CEMEX CONSTRUCTION MATERIALS FLORIDA LLC,10311 CEMENT PLANT ROAD,BROOKSVILLE,FL,34601,HERNANDO,4.0,28.582265,-82.430829,327310
